,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
165,0.00019989013671875,0.0003997802734375,0.0,0.0,15,auto,1,5,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,,,163
166,0.00021352767944335938,0.00042705535888671876,0.0,0.0,15,auto,1,5,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,,,163
167,0.00038971900939941404,0.00047879863714158483,0.0,0.0,15,auto,1,5,300,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",,,,,,,,163
168,0.0004187583923339844,0.0005134753271157329,0.0,0.0,15,auto,1,10,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,,,163
169,0.0005931377410888672,0.0004847940423150791,0.0,0.0,15,auto,1,10,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,,,163
170,0.0006005287170410157,0.0004905366728629884,0.0,0.0,15,auto,1,10,300,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",,,,,,,,163
171,0.000609445571899414,0.0005027136198209126,0.0,0.0,15,auto,2,2,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,163
172,0.0007959365844726563,0.0004013124130489516,0.0,0.0,15,auto,2,2,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,163
173,0.0010179519653320313,6.010127120104772e-05,0.0,0.0,15,auto,2,2,300,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",,,,,,,,163
174,0.0,0.0,0.0,0.0,15,auto,2,5,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",,,,,,,,163
175,0.0008148193359375,0.00040968045469380956,0.0,0.0,15,auto,2,5,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",,,,,,,,163
176,0.0006201744079589843,0.0005090227931102256,0.0,0.0,15,auto,2,5,300,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",,,,,,,,163
177,0.0005976200103759765,0.0004891916910294984,0.0,0.0,15,auto,2,10,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",,,,,,,,163
178,0.0001915454864501953,0.0003830909729003906,0.0,0.0,15,auto,2,10,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",,,,,,,,163
179,0.0004193305969238281,0.0005138916640376445,0.0,0.0,15,auto,2,10,300,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",,,,,,,,163
180,0.0006165504455566406,0.000505091636448053,0.0,0.0,15,auto,4,2,100,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",,,,,,,,163
181,0.00039401054382324217,0.00048316136774425585,0.0,0.0,15,auto,4,2,200,"{'max_depth': 15, 'max_features': 'auto', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",,,,,,,,163
